2.9762 23.5215 0.338357
2.9762 23.5215 0.338357
2.9762 23.5215 0.338357
0.31831 8.54066 0.0989596
0.326268 3.69298 -0.00782203
0.334225 8.80081 0.130621
0.342183 8.89242 0.0661345
0.342183 3.84268 0.00798951
0.350141 9.00935 0.0467744
0.350141 3.88626 -0.132913
0.366056 9.46498 -0.0608742
0.374014 9.6298 -0.00780335
0.381972 9.73869 -0.0391773
0.381972 4.31828 -0.0585363
0.38993 9.95924 -0.0109932
0.38993 4.49197 -0.0757108
0.397887 10.0557 0.000140788
0.405845 10.2461 0.00376131
0.413803 10.3126 0.00706747
0.421761 10.4657 -0.0133448
0.429718 10.5878 0.0492221
0.437676 10.7151 -0.0406286
0.445634 10.9043 0.00763084
0.453592 11.1011 -0.0376649
0.461549 11.2961 -0.0438146
0.469507 11.4424 0.0270707
0.469507 9.37529 0.350753
0.477465 11.5126 0.0371761
0.485423 11.6387 -0.00588909
0.49338 11.8125 -0.0105753
0.501338 11.9503 -0.0368165
0.509296 12.0761 0.0115635
0.517254 12.0746 0.0506584
0.525211 12.1053 -0.0854231
0.580916 13.4294 -0.0275296
0.588873 13.5532 0.0193982
0.596831 13.6729 0.075099
0.604789 13.7526 -0.0113699
0.612747 12.0492 0.270159
0.612747 13.93 -0.113171
0.620704 14.1296 -0.0614015
0.628662 14.2815 0.010969
0.63662 14.4477 -0.0268064
0.644578 2.31925 0.154379
0.644578 14.5741 0.0264532
0.652535 2.59748 0.130418
0.652535 14.7182 0.0143018
0.660493 2.79979 0.122212
0.660493 14.8431 -0.0367285
0.668451 2.99325 0.103962
0.668451 15.0457 -0.0359342
0.676409 3.23507 0.0882682
0.676409 15.2004 0.00335966
0.684366 15.3366 0.00256146
0.692324 15.5324 0.000227463
0.700282 15.6788 1.50503e-05
0.708239 15.8251 0.00659105
0.716197 15.9748 0.00395845
0.724155 8.67591 0.106942
0.724155 16.0859 -0.0113566
0.724155 13.0904 0.576605
0.732113 16.2075 0.0036359
0.74007 16.4046 0.000909118
0.748028 16.5514 -0.0248459
0.748028 9.03942 0.0472934
0.755986 9.17366 0.0618604
0.755986 16.7142 -0.0188784
0.763944 9.28728 0.0705745
0.763944 16.8612 -0.0218419
0.771901 17.0242 -0.0213551
0.771901 9.39042 0.0368539
0.779859 9.55393 0.00546791
0.779859 17.1884 -0.021897
0.787817 9.65004 0.015304
0.787817 17.3473 -0.0323034
0.795775 9.84371 -0.0455815
0.795775 17.4991 -0.0113955
0.803732 10.0784 -0.0412417
0.803732 17.64 0.00156596
0.81169 10.239 -0.0147144
0.81169 17.7844 -0.0341893
0.819648 17.946 -0.0484294
0.819648 10.4165 -0.023169
0.827606 18.1219 -0.0361305
0.827606 10.5844 -0.0304785
0.835563 10.8084 -0.0424146
0.835563 18.282 -0.01565
0.843521 11.0557 -0.0222954
0.843521 18.4455 0.0135939
0.851479 11.2727 0.000866368
0.851479 18.5854 0.0456284
0.859437 11.5167 0.0374594
0.859437 18.7079 0.0615436
0.867394 11.7494 0.0888475
0.867394 18.8556 0.0497277
0.875352 11.8932 0.122633
0.875352 19.0049 0.0588187
0.88331 19.1407 0.0574851
0.88331 12.1035 0.133292
0.891268 19.2873 0.0524441
0.891268 12.534 0.0881644
0.899225 12.8515 0.0344913
0.899225 19.4431 0.059959
0.907183 13.1111 0.0210504
0.907183 17.2588 0.347038
0.907183 19.5835 0.103345
0.907183 7.42597 0.107364
0.915141 13.4569 -0.0114071
0.915141 19.6685 0.0582973
0.923099 13.7459 0.0181383
0.923099 19.8272 0.0114264
0.931056 20.0012 -0.0151816
0.931056 14.0149 0.0444485
0.931056 17.2775 1.07772
0.939014 20.1667 -0.0148409
0.946972 20.3527 -0.010857
0.95493 20.5183 0.00951784
0.962887 20.6561 0.0203872
0.962887 15.0907 -0.0412924
0.970845 20.8362 0.0215462
0.978803 15.8617 0.0763656
0.978803 20.9894 0.0371339
0.986761 16.1378 0.0651936
0.986761 21.1416 0.0245879
0.994718 21.2935 0.0248251
0.994718 16.4088 0.0397465
1.00268 14.0101 0.402387
1.00268 16.711 0.0178507
1.00268 21.456 0.0310775
1.01063 16.9241 -0.025354
1.01063 21.5769 0.0293605
1.01859 9.72621 0.154226
1.01859 13.7117 0.823718
1.01859 17.1662 0.0547353
1.01859 21.7147 0.0203265
1.02655 21.8695 0.00537064
1.02655 17.3621 0.117617
1.02655 9.87522 0.263115
1.03451 22.0484 -0.00622685
1.03451 17.6077 0.169252
1.04246 22.2186 0.012844
1.04246 18.1067 0.311072
1.05042 22.378 0.0301158
1.05042 18.3817 0.179974
1.05838 22.5257 0.0412537
1.06634 22.6791 0.0391264
1.0743 22.827 0.0435783
1.08225 22.978 0.0463729
1.09021 18.5919 0.243689
1.09021 23.1306 0.0460098
1.09817 23.279 0.0531536
1.09817 18.7945 -0.0111933
1.10613 23.424 0.0794084
1.10613 19.1216 -0.0760321
1.11408 19.9185 -0.117191
1.11408 23.567 0.0471385
1.12204 20.0097 0.179794
1.12204 23.7014 0.0562242
1.13 23.868 0.0429499
1.13 20.2498 0.116384
1.13796 20.4809 0.122808
1.13796 24.0453 0.0425161
1.14592 20.9123 -0.0340573
1.14592 24.2531 0.0836524
1.15387 21.2745 0.0472627
1.15387 24.3993 0.102997
1.16183 21.4735 0.164681
1.16183 24.5239 0.100331
1.16979 21.7476 0.155698
1.16979 24.6728 0.113558
1.17775 21.8709 0.207732
1.17775 24.7918 0.0886177
1.1857 22.113 0.18084
1.1857 24.9856 0.060512
1.19366 22.4358 0.17903
1.19366 25.1935 0.0748024
1.20162 22.6496 0.20655
1.20162 25.3541 0.0757017
1.20958 25.554 0.0913756
1.20958 22.7751 0.407286
1.20958 12.5479 0.20241
1.21754 25.7462 0.126939
1.21754 12.689 0.224297
1.22549 25.9049 0.136824
1.22549 12.9073 0.268994
1.23345 26.0339 0.148625
1.24141 26.2002 0.158093
1.24937 26.3368 0.153155
1.25732 13.2643 0.104397
1.25732 26.508 0.140675
1.26528 13.3835 0.0110128
1.26528 26.7096 0.138025
1.26528 3.23694 -0.0115676
1.27324 13.5081 0.024687
1.27324 24.5708 0.20887
1.27324 26.8904 0.152518
1.2812 13.6595 0.0193364
1.2812 3.86093 -0.019528
1.2812 24.7367 0.113587
1.2812 27.0371 0.114806
1.28916 13.7342 -0.0140627
1.28916 24.8958 0.127463
1.28916 27.3005 0.192413
1.28916 4.08086 -0.00440938
1.29711 13.9576 -0.054853
1.29711 25.0166 0.0636335
1.29711 27.4274 0.17838
1.29711 4.29403 0.0301151
1.30507 25.2597 -0.046933
1.30507 27.605 0.158512
1.30507 4.53772 0.0576956
1.31303 27.7535 0.131709
1.31303 25.5008 -0.0323754
1.31303 4.74471 0.077883
1.32099 4.93371 0.0958987
1.32099 25.9797 0.0793799
1.32099 27.975 0.154784
1.32894 26.1095 0.163135
1.32894 14.549 0.0983637
1.32894 5.12213 0.0999937
1.3369 14.6108 0.0901972
1.3369 5.31819 0.105963
1.3369 26.2441 0.121787
1.3369 28.5227 0.219169
1.34486 14.7587 0.0354516
1.34486 28.6796 0.115991
1.34486 26.38 0.117615
1.34486 5.50668 0.143183
1.35282 14.9058 -0.0396159
1.35282 5.6588 0.172595
1.35282 26.3967 0.098254
